Channel              :		CH1		CH2
Frequency            :		1.381kHz		  ?
Period               :		0.724ms		  ?
PK-PK                :		703.1mV		5.469mV
Probe attenuation    :		1X		1X
Voltage per ADC value:		4.882813mV		0.012207mV
Time interval        :		0.20000uS		0.20000uS

index		CH1_Voltage(mV)		CH2_Voltage(mV)
970		-312.500000		1.562500
971		-312.500000		0.781250
972		-312.500000		1.757813
973		-312.500000		0.000000
974		-312.500000		1.171875
975		-312.500000		0.195313
976		-312.500000		1.171875
977		-312.500000		0.781250
978		-312.500000		1.757813
979		-312.500000		0.976563
980		-312.500000		1.367188
981		-312.500000		0.585938
982		-312.500000		0.976563
983		-312.500000		0.976563
984		-312.500000		1.171875
985		-312.500000		0.781250
986		-312.500000		1.562500
987		-312.500000		0.390625
988		-312.500000		1.367188
989		-312.500000		0.000000
990		-312.500000		0.976563
991		-312.500000		0.390625
992		-312.500000		2.734375
993		-312.500000		1.171875
994		-312.500000		1.953125
995		-312.500000		0.000000
996		-312.500000		0.781250
997		-312.500000		0.781250
998		-312.500000		0.976563
999		-312.500000		1.562500
1000		-312.500000		1.562500
1001		-312.500000		0.976563
1002		-312.500000		1.171875
1003		-312.500000		0.390625
1004		-312.500000		1.367188
1005		-312.500000		0.781250
1006		-312.500000		1.757813
1007		-312.500000		0.585938
1008		-312.500000		1.562500
1009		-312.500000		0.195313
1010		-312.500000		0.585938
1011		-312.500000		0.585938
1012		-312.500000		1.367188
1013		-312.500000		1.367188
1014		-312.500000		1.367188
1015		-312.500000		0.976563
