Channel,CH1,CH2
Frequency            :,  ?,5.668kHz
Period               :,  ?,0.176ms
PK-PK                :,3.047V,82.81mV
Probe attenuation    :,1X,1X
Voltage per ADC value:,4.882813mV,0.048828mV
Time interval        :,1.00000uS,1.00000uS
index,CH1_Voltage(mV),CH2_Voltage(mV)
655,-1406.250000,-4.687500
656,-1406.250000,-1.562500
657,-1406.250000,-2.343750
658,-1406.250000,-0.781250
659,-1406.250000,-0.781250
660,-1406.250000,-0.781250
661,-1406.250000,-1.562500
662,-1406.250000,1.562500
663,-1406.250000,1.562500
664,-1406.250000,2.343750
665,-1406.250000,2.343750
666,-1406.250000,6.250000
667,-1406.250000,7.031250
668,-1406.250000,10.156250
669,-1406.250000,13.281250
670,-1406.250000,14.843750
671,-1406.250000,12.500000
672,-1406.250000,11.718750
673,-1406.250000,7.031250
674,-1406.250000,3.906250
675,-1406.250000,1.562500
676,-1406.250000,1.562500
677,-1406.250000,0.000000
678,-1406.250000,3.125000
679,-1406.250000,3.906250
680,-1406.250000,5.468750
681,-1406.250000,6.250000
682,-1406.250000,6.250000
683,-1406.250000,3.906250
684,-1406.250000,1.562500
685,-1406.250000,2.343750
686,-1406.250000,0.781250
687,-1406.250000,3.906250
688,-1406.250000,6.250000
689,-1406.250000,12.500000
690,-1406.250000,14.843750
691,-1406.250000,18.750000
692,-1406.250000,18.750000
693,-1406.250000,15.625000
694,-1406.250000,10.156250
695,-1406.250000,4.687500
696,-1406.250000,-4.687500
697,-1406.250000,-10.937500
698,-1406.250000,-13.281250
699,-1406.250000,-9.375000
700,-1406.250000,-4.687500
701,-1406.250000,6.250000
702,-1406.250000,14.062500
703,-1406.250000,21.093750
704,-1406.250000,23.437500
705,-1406.250000,25.781250
706,-1406.250000,20.312500
707,-1406.250000,16.406250
708,-1406.250000,12.500000
709,-1406.250000,10.937500
710,-1406.250000,7.812500
711,-1406.250000,9.375000
712,-1406.250000,10.156250
713,-1406.250000,10.937500
714,-1406.250000,10.937500
715,-1406.250000,11.718750
716,-1406.250000,7.031250
717,-1406.250000,4.687500
718,-1406.250000,0.781250
719,-1406.250000,-0.781250
720,-1406.250000,-4.687500
721,-1406.250000,-4.687500
722,-1406.250000,-4.687500
723,-1406.250000,-3.125000
724,-1406.250000,-1.562500
725,-1406.250000,2.343750
726,-1406.250000,2.343750
727,-1406.250000,4.687500
728,-1406.250000,2.343750
729,-1406.250000,0.781250
730,-1406.250000,-4.687500
731,-1406.250000,-5.468750
732,-1406.250000,-8.593750
733,-1406.250000,-7.031250
734,-1406.250000,-3.906250
735,-1406.250000,3.906250
736,-1406.250000,10.156250
737,-1406.250000,18.750000
738,-1406.250000,28.125000
739,-1406.250000,30.468750
740,-1406.250000,31.250000
741,-1406.250000,31.250000
742,-1406.250000,28.125000
743,-1406.250000,21.875000
744,-1406.250000,17.187500
745,-1406.250000,10.937500
746,-1406.250000,7.031250
747,-1406.250000,1.562500
748,-1406.250000,1.562500
749,-1406.250000,-1.562500
750,-1406.250000,-1.562500
751,-1406.250000,-3.125000
752,-1406.250000,-0.781250
753,-1406.250000,-1.562500
754,-1406.250000,-0.781250
755,-1406.250000,-0.781250
756,-1406.250000,-1.562500
757,-1406.250000,-5.468750
758,-1406.250000,-4.687500
759,-1406.250000,-7.031250
760,-1406.250000,-5.468750
761,-1406.250000,-2.343750
762,-1406.250000,4.687500
763,-1406.250000,9.375000
764,-1406.250000,16.406250
765,-1406.250000,23.437500
766,-1406.250000,31.250000
767,-1406.250000,34.375000
768,-1406.250000,38.281250
769,-1406.250000,35.937500
770,-1406.250000,31.250000
771,-1406.250000,25.781250
772,-1406.250000,21.093750
773,-1406.250000,12.500000
774,-1406.250000,3.125000
775,-1406.250000,-4.687500
776,-1406.250000,-14.062500
777,-1406.250000,-21.093750
778,-1406.250000,-24.218750
779,-1406.250000,-25.781250
780,-1406.250000,-25.000000
781,-1406.250000,-18.750000
782,-1406.250000,-11.718750
783,-1406.250000,-3.125000
784,-1406.250000,5.468750
785,-1406.250000,14.843750
786,-1406.250000,18.750000
787,-1406.250000,22.656250
788,-1406.250000,20.312500
789,-1406.250000,17.968750
790,-1406.250000,11.718750
791,-1406.250000,10.937500
792,-1406.250000,7.812500
793,-1406.250000,8.593750
794,-1406.250000,10.156250
795,-1406.250000,12.500000
796,-1406.250000,12.500000
797,-1406.250000,11.718750
798,-1406.250000,9.375000
799,-1406.250000,4.687500
800,-1406.250000,0.000000
801,-1406.250000,-4.687500
802,-1406.250000,-9.375000
803,-1406.250000,-14.062500
804,-1406.250000,-14.062500
805,-1406.250000,-12.500000
806,-1406.250000,-11.718750
807,-1406.250000,-4.687500
808,-1406.250000,1.562500
809,-1406.250000,6.250000
810,-1406.250000,12.500000
811,-1406.250000,18.750000
812,-1406.250000,21.875000
813,-1406.250000,25.000000
814,-1406.250000,28.906250
815,-1406.250000,28.906250
816,-1406.250000,28.125000
817,-1406.250000,25.781250
818,-1406.250000,24.218750
819,-1406.250000,20.312500
820,-1406.250000,19.531250
821,-1406.250000,15.625000
822,-1406.250000,14.062500
823,-1406.250000,10.937500
824,-1406.250000,10.156250
825,-1406.250000,6.250000
826,-1406.250000,3.906250
827,-1406.250000,-0.781250
828,-1406.250000,-1.562500
829,-1406.250000,-7.031250
830,-1406.250000,-10.156250
831,-1406.250000,-14.843750
832,-1406.250000,-17.968750
833,-1406.250000,-21.093750
834,-1406.250000,-18.750000
835,-1406.250000,-17.187500
836,-1406.250000,-10.156250
837,-1406.250000,-3.906250
838,-1406.250000,4.687500
839,-1406.250000,10.156250
840,-1406.250000,14.843750
841,-1406.250000,17.968750
842,-1406.250000,17.968750
843,-1406.250000,17.968750
844,-1406.250000,17.968750
845,-1406.250000,16.406250
846,-1406.250000,12.500000
847,-1406.250000,12.500000
848,-1406.250000,12.500000
849,-1406.250000,13.281250
850,-1406.250000,10.937500
851,-1406.250000,10.937500
852,-1406.250000,8.593750
853,-1406.250000,9.375000
854,-1406.250000,6.250000
855,-1406.250000,7.812500
856,-1406.250000,6.250000
857,-1406.250000,5.468750
858,-1406.250000,2.343750
859,-1406.250000,1.562500
860,-1406.250000,-3.125000
861,-1406.250000,-4.687500
862,-1406.250000,-5.468750
863,-1406.250000,-6.250000
864,-1406.250000,-9.375000
865,-1406.250000,-8.593750
866,-1406.250000,-7.812500
867,-1406.250000,-2.343750
868,-1406.250000,3.125000
869,-1406.250000,11.718750
870,-1406.250000,15.625000
871,-1406.250000,21.093750
872,-1406.250000,24.218750
873,-1406.250000,27.343750
874,-1406.250000,24.218750
875,-1406.250000,24.218750
876,-1406.250000,22.656250
877,-1406.250000,23.437500
878,-1406.250000,21.875000
879,-1406.250000,23.437500
880,-1406.250000,20.312500
881,-1406.250000,18.750000
882,-1406.250000,14.062500
883,-1406.250000,10.937500
884,-1406.250000,2.343750
885,-1406.250000,-3.125000
886,-1406.250000,-10.156250
887,-1406.250000,-15.625000
888,-1406.250000,-19.531250
889,-1406.250000,-17.968750
890,-1406.250000,-15.625000
891,-1406.250000,-9.375000
892,-1406.250000,-1.562500
893,-1406.250000,6.250000
894,-1406.250000,8.593750
895,-1406.250000,11.718750
896,-1406.250000,11.718750
897,-1406.250000,10.937500
898,-1406.250000,6.250000
899,-1406.250000,5.468750
900,-1406.250000,1.562500
901,-1406.250000,1.562500
902,-1406.250000,1.562500
903,-1406.250000,7.031250
904,-1406.250000,8.593750
905,-1406.250000,12.500000
906,-1406.250000,13.281250
907,-1406.250000,16.406250
908,-1406.250000,14.843750
909,-1406.250000,14.062500
910,-1406.250000,11.718750
911,-1406.250000,9.375000
912,-1406.250000,3.906250
913,-1406.250000,3.125000
914,-1406.250000,0.781250
915,-1406.250000,0.781250
916,-1406.250000,-1.562500
917,-1406.250000,-1.562500
918,-1406.250000,-2.343750
919,-1406.250000,-0.781250
920,-1406.250000,0.000000
921,-1406.250000,4.687500
922,-1406.250000,6.250000
923,-1406.250000,9.375000
924,-1406.250000,10.937500
925,-1406.250000,15.625000
926,-1406.250000,14.062500
