Channel,CH1,CH2
89,-1406.250000,7.031250
90,-1406.250000,7.812500
91,-1406.250000,6.250000
92,-1406.250000,5.468750
93,-1406.250000,6.250000
94,-1406.250000,6.250000
95,-1406.250000,4.687500
96,-1406.250000,4.687500
97,-1406.250000,4.687500
98,-1406.250000,5.468750
99,-1406.250000,4.687500
100,-1406.250000,3.906250
101,-1406.250000,4.687500
102,-1406.250000,5.468750
103,-1406.250000,4.687500
104,-1406.250000,3.906250
105,-1406.250000,3.906250
106,-1406.250000,5.468750
107,-1406.250000,4.687500
108,-1406.250000,3.125000
109,-1406.250000,3.125000
110,-1406.250000,3.906250
111,-1406.250000,3.125000
112,-1406.250000,2.343750
113,-1406.250000,2.343750
114,-1406.250000,2.343750
115,-1406.250000,2.343750
116,-1406.250000,2.343750
117,-1406.250000,3.125000
118,-1406.250000,3.906250
119,-1406.250000,3.125000
120,-1406.250000,3.125000
121,-1406.250000,3.906250
122,-1406.250000,3.906250
123,-1406.250000,3.125000
124,-1406.250000,1.562500
125,-1406.250000,2.343750
126,-1406.250000,3.125000
127,-1406.250000,2.343750
128,-1406.250000,2.343750
129,-1406.250000,3.125000
130,-1406.250000,3.906250
131,-1406.250000,3.125000
132,-1406.250000,3.125000
133,-1406.250000,3.906250
134,-1406.250000,5.468750
135,-1406.250000,4.687500
136,-1406.250000,4.687500
137,-1406.250000,4.687500
138,-1406.250000,6.250000
139,-1406.250000,6.250000
140,-1406.250000,5.468750
141,-1406.250000,5.468750
142,-1406.250000,6.250000
143,-1406.250000,6.250000
144,-1406.250000,6.250000
145,-1406.250000,7.031250
146,-1406.250000,7.812500
147,-1406.250000,7.812500
148,-1406.250000,7.812500
149,-1406.250000,8.593750
150,-1406.250000,9.375000
151,-1406.250000,9.375000
152,-1406.250000,9.375000
153,-1406.250000,10.156250
154,-1406.250000,10.156250
155,-1406.250000,10.156250
156,-1406.250000,9.375000
157,-1406.250000,10.156250
158,-1406.250000,10.937500
159,-1406.250000,10.156250
160,-1406.250000,10.156250
161,-1406.250000,11.718750
162,-1406.250000,12.500000
163,-1406.250000,11.718750
164,-1406.250000,11.718750
165,-1406.250000,12.500000
166,-1406.250000,14.062500
167,-1406.250000,13.281250
168,-1406.250000,12.500000
169,-1406.250000,13.281250
170,-1406.250000,14.062500
171,-1406.250000,14.062500
172,-1406.250000,12.500000
173,-1406.250000,12.500000
174,-1406.250000,14.062500
175,-1406.250000,13.281250
176,-1406.250000,12.500000
177,-1406.250000,12.500000
178,-1406.250000,14.062500
179,-1406.250000,13.281250
180,-1406.250000,13.281250
181,-1406.250000,13.281250
182,-1406.250000,14.062500
183,-1406.250000,13.281250
184,-1406.250000,12.500000
185,-1406.250000,12.500000
186,-1406.250000,12.500000
187,-1406.250000,10.937500
188,-1406.250000,10.937500
189,-1406.250000,10.937500
190,-1406.250000,10.156250
191,-1406.250000,9.375000
192,-1406.250000,8.593750
193,-1406.250000,9.375000
194,-1406.250000,9.375000
195,-1406.250000,8.593750
196,-1406.250000,7.812500
197,-1406.250000,7.812500
198,-1406.250000,7.812500
199,-1406.250000,7.031250
200,-1406.250000,5.468750
201,-1406.250000,5.468750
202,-1406.250000,5.468750
203,-1406.250000,3.906250
204,-1406.250000,2.343750
205,-1406.250000,2.343750
206,-1406.250000,3.125000
207,-1406.250000,1.562500
208,-1406.250000,0.781250
209,-1406.250000,0.781250
210,-1406.250000,0.781250
211,-1406.250000,0.000000
212,-1406.250000,-0.781250
213,-1406.250000,-0.781250
214,-1406.250000,-0.781250
215,-1406.250000,-1.562500
216,-1406.250000,-2.343750
217,-1406.250000,-3.125000
218,-1406.250000,-3.125000
219,-1406.250000,-3.906250
220,-1406.250000,-4.687500
221,-1406.250000,-4.687500
222,-1406.250000,-4.687500
223,-1406.250000,-6.250000
224,-1406.250000,-6.250000
225,-1406.250000,-6.250000
226,-1406.250000,-5.468750
227,-1406.250000,-7.031250
228,-1406.250000,-7.812500
229,-1406.250000,-7.031250
230,-1406.250000,-6.250000
231,-1406.250000,-7.812500
232,-1406.250000,-8.593750
233,-1406.250000,-8.593750
234,-1406.250000,-7.812500
235,-1406.250000,-9.375000
236,-1406.250000,-10.156250
237,-1406.250000,-10.156250
238,-1406.250000,-9.375000
239,-1406.250000,-10.156250
240,-1406.250000,-10.156250
241,-1406.250000,-9.375000
242,-1406.250000,-8.593750
243,-1406.250000,-9.375000
244,-1406.250000,-9.375000
245,-1406.250000,-7.031250
246,-1406.250000,-7.812500
247,-1406.250000,-7.812500
248,-1406.250000,-9.375000
249,-1406.250000,-7.812500
250,-1406.250000,-8.593750
251,-1406.250000,-8.593750
252,-1406.250000,-8.593750
253,-1406.250000,-7.812500
254,-1406.250000,-7.031250
255,-1406.250000,-7.812500
256,-1406.250000,-7.031250
257,-1406.250000,-6.250000
258,-1406.250000,-4.687500
259,-1406.250000,-5.468750
260,-1406.250000,-5.468750
261,-1406.250000,-3.906250
262,-1406.250000,-3.125000
263,-1406.250000,-3.906250
264,-1406.250000,-3.906250
265,-1406.250000,-2.343750
266,-1406.250000,-1.562500
267,-1406.250000,-2.343750
268,-1406.250000,-2.343750
269,-1406.250000,-1.562500
270,-1406.250000,0.000000
271,-1406.250000,-0.781250
272,-1406.250000,0.000000
273,-1406.250000,0.781250
274,-1406.250000,1.562500
275,-1406.250000,2.343750
276,-1406.250000,2.343750
277,-1406.250000,3.906250
278,-1406.250000,3.906250
279,-1406.250000,3.906250
280,-1406.250000,3.906250
281,-1406.250000,4.687500
282,-1406.250000,5.468750
283,-1406.250000,3.906250
284,-1406.250000,4.687500
285,-1406.250000,5.468750
286,-1406.250000,6.250000
287,-1406.250000,5.468750
288,-1406.250000,6.250000
289,-1406.250000,7.812500
290,-1406.250000,7.812500
291,-1406.250000,7.031250
292,-1406.250000,7.812500
293,-1406.250000,10.156250
294,-1406.250000,9.375000
295,-1406.250000,9.375000
296,-1406.250000,7.812500
297,-1406.250000,9.375000
298,-1406.250000,9.375000
299,-1406.250000,8.593750
300,-1406.250000,8.593750
301,-1406.250000,9.375000
302,-1406.250000,10.156250
303,-1406.250000,9.375000
304,-1406.250000,9.375000
305,-1406.250000,10.156250
306,-1406.250000,11.718750
307,-1406.250000,10.937500
308,-1406.250000,10.156250
309,-1406.250000,10.937500
310,-1406.250000,10.937500
311,-1406.250000,10.937500
312,-1406.250000,10.156250
313,-1406.250000,10.156250
314,-1406.250000,10.937500
315,-1406.250000,10.156250
316,-1406.250000,10.156250
317,-1406.250000,10.156250
318,-1406.250000,10.156250
319,-1406.250000,9.375000
320,-1406.250000,10.156250
321,-1406.250000,10.937500
322,-1406.250000,10.937500
323,-1406.250000,10.156250
324,-1406.250000,9.375000
325,-1406.250000,10.156250
326,-1406.250000,10.156250
327,-1406.250000,8.593750
328,-1406.250000,8.593750
329,-1406.250000,8.593750
330,-1406.250000,8.593750
331,-1406.250000,7.031250
332,-1406.250000,7.031250
333,-1406.250000,7.812500
334,-1406.250000,8.593750
335,-1406.250000,7.812500
336,-1406.250000,7.031250
337,-1406.250000,7.031250
338,-1406.250000,7.812500
339,-1406.250000,6.250000
340,-1406.250000,5.468750
341,-1406.250000,5.468750
342,-1406.250000,5.468750
343,-1406.250000,4.687500
344,-1406.250000,3.906250
345,-1406.250000,3.906250
346,-1406.250000,3.125000
347,-1406.250000,2.343750
348,-1406.250000,2.343750
349,-1406.250000,3.125000
350,-1406.250000,3.125000
351,-1406.250000,1.562500
352,-1406.250000,1.562500
353,-1406.250000,2.343750
354,-1406.250000,1.562500
355,-1406.250000,0.000000
356,-1406.250000,-0.781250
357,-1406.250000,0.000000
358,-1406.250000,-0.781250
359,-1406.250000,-2.343750
360,-1406.250000,-2.343750
361,-1406.250000,-2.343750
362,-1406.250000,-2.343750
363,-1406.250000,-3.125000
364,-1406.250000,-3.906250
365,-1406.250000,-2.343750
366,-1406.250000,-3.125000
367,-1406.250000,-3.906250
368,-1406.250000,-4.687500
369,-1406.250000,-3.906250
370,-1406.250000,-3.906250
371,-1406.250000,-5.468750
372,-1406.250000,-6.250000
373,-1406.250000,-6.250000
374,-1406.250000,-6.250000
375,-1406.250000,-7.031250
376,-1406.250000,-7.812500
377,-1406.250000,-7.031250
378,-1406.250000,-7.812500
379,-1406.250000,-7.812500
380,-1406.250000,-8.593750
381,-1406.250000,-7.031250
382,-1406.250000,-7.812500
383,-1406.250000,-8.593750
384,-1406.250000,-8.593750
385,-1406.250000,-8.593750
386,-1406.250000,-9.375000
387,-1406.250000,-10.156250
388,-1406.250000,-10.156250
389,-1406.250000,-10.156250
390,-1406.250000,-10.937500
391,-1406.250000,-11.718750
392,-1406.250000,-11.718750
393,-1406.250000,-10.937500
394,-1406.250000,-10.937500
395,-1406.250000,-12.500000
396,-1406.250000,-12.500000
397,-1406.250000,-11.718750
398,-1406.250000,-10.937500
399,-1406.250000,-12.500000
400,-1406.250000,-13.281250
401,-1406.250000,-13.281250
402,-1406.250000,-12.500000
403,-1406.250000,-14.062500
404,-1406.250000,-14.062500
405,-1406.250000,-14.062500
406,-1406.250000,-14.062500
407,-1406.250000,-14.062500
408,-1406.250000,-14.062500
409,-1406.250000,-13.281250
410,-1406.250000,-13.281250
411,-1406.250000,-13.281250
412,-1406.250000,-13.281250
413,-1406.250000,-12.500000
414,-1406.250000,-13.281250
415,-1406.250000,-12.500000
416,-1406.250000,-12.500000
417,-1406.250000,-11.718750
418,-1406.250000,-13.281250
419,-1406.250000,-13.281250
420,-1406.250000,-13.281250
421,-1406.250000,-12.500000
422,-1406.250000,-12.500000
423,-1406.250000,-13.281250
424,-1406.250000,-11.718750
425,-1406.250000,-10.937500
426,-1406.250000,-10.156250
427,-1406.250000,-10.937500
428,-1406.250000,-10.937500
429,-1406.250000,-9.375000
430,-1406.250000,-8.593750
431,-1406.250000,-9.375000
432,-1406.250000,-9.375000
433,-1406.250000,-8.593750
434,-1406.250000,-8.593750
435,-1406.250000,-8.593750
436,-1406.250000,-8.593750
437,-1406.250000,-7.812500
438,-1406.250000,-7.031250
439,-1406.250000,-7.031250
440,-1406.250000,-6.250000
441,-1406.250000,-5.468750
442,-1406.250000,-4.687500
443,-1406.250000,-4.687500
444,-1406.250000,-3.906250
445,-1406.250000,-3.906250
446,-1406.250000,-3.125000
447,-1406.250000,-3.906250
448,-1406.250000,-3.906250
449,-1406.250000,-2.343750
450,-1406.250000,-2.343750
451,-1406.250000,-3.125000
452,-1406.250000,-2.343750
453,-1406.250000,-0.781250
454,-1406.250000,-0.781250
455,-1406.250000,-0.781250
456,-1406.250000,0.000000
457,-1406.250000,1.562500
458,-1406.250000,1.562500
459,-1406.250000,0.781250
460,-1406.250000,1.562500
461,-1406.250000,3.125000
462,-1406.250000,4.687500
463,-1406.250000,2.343750
464,-1406.250000,3.125000
465,-1406.250000,3.125000
466,-1406.250000,3.906250
467,-1406.250000,3.125000
468,-1406.250000,3.125000
469,-1406.250000,4.687500
470,-1406.250000,4.687500
471,-1406.250000,4.687500
472,-1406.250000,5.468750
473,-1406.250000,6.250000
474,-1406.250000,6.250000
475,-1406.250000,6.250000
476,-1406.250000,6.250000
477,-1406.250000,7.031250
478,-1406.250000,6.250000
479,-1406.250000,6.250000
480,-1406.250000,6.250000
481,-1406.250000,7.031250
482,-1406.250000,6.250000
483,-1406.250000,5.468750
484,-1406.250000,6.250000
485,-1406.250000,7.031250
486,-1406.250000,7.031250
487,-1406.250000,6.250000
488,-1406.250000,7.031250
489,-1406.250000,7.812500
490,-1406.250000,7.812500
491,-1406.250000,6.250000
492,-1406.250000,6.250000
493,-1406.250000,7.031250
494,-1406.250000,7.031250
495,-1406.250000,5.468750
496,-1406.250000,4.687500
497,-1406.250000,6.250000
498,-1406.250000,6.250000
499,-1406.250000,5.468750
500,-1406.250000,4.687500
501,-1406.250000,5.468750
502,-1406.250000,6.250000
503,-1406.250000,5.468750
504,-1406.250000,5.468750
505,-1406.250000,6.250000
506,-1406.250000,6.250000
507,-1406.250000,5.468750
508,-1406.250000,5.468750
509,-1406.250000,5.468750
510,-1406.250000,5.468750
511,-1406.250000,4.687500
512,-1406.250000,4.687500
513,-1406.250000,4.687500
514,-1406.250000,4.687500
515,-1406.250000,3.906250
516,-1406.250000,4.687500
517,-1406.250000,5.468750
518,-1406.250000,5.468750
519,-1406.250000,3.906250
520,-1406.250000,4.687500
521,-1406.250000,5.468750
522,-1406.250000,6.250000
523,-1406.250000,4.687500
524,-1406.250000,4.687500
525,-1406.250000,5.468750
526,-1406.250000,5.468750
527,-1406.250000,3.906250
528,-1406.250000,3.906250
529,-1406.250000,4.687500
530,-1406.250000,5.468750
531,-1406.250000,4.687500
532,-1406.250000,4.687500
533,-1406.250000,5.468750
534,-1406.250000,6.250000
535,-1406.250000,5.468750
536,-1406.250000,5.468750
537,-1406.250000,6.250000
538,-1406.250000,7.031250
539,-1406.250000,6.250000
540,-1406.250000,6.250000
541,-1406.250000,7.031250
542,-1406.250000,7.031250
543,-1406.250000,6.250000
544,-1406.250000,7.031250
545,-1406.250000,7.031250
546,-1406.250000,7.812500
547,-1406.250000,7.031250
548,-1406.250000,7.812500
549,-1406.250000,9.375000
550,-1406.250000,9.375000
551,-1406.250000,9.375000
552,-1406.250000,9.375000
553,-1406.250000,10.937500
554,-1406.250000,10.937500
555,-1406.250000,9.375000
556,-1406.250000,10.156250
557,-1406.250000,10.937500
558,-1406.250000,11.718750
559,-1406.250000,10.937500
560,-1406.250000,10.937500
561,-1406.250000,12.500000
562,-1406.250000,13.281250
563,-1406.250000,12.500000
564,-1406.250000,12.500000
565,-1406.250000,14.062500
566,-1406.250000,14.843750
567,-1406.250000,14.843750
568,-1406.250000,14.062500
569,-1406.250000,15.625000
570,-1406.250000,15.625000
571,-1406.250000,15.625000
572,-1406.250000,15.625000
573,-1406.250000,16.406250
574,-1406.250000,16.406250
575,-1406.250000,16.406250
576,-1406.250000,16.406250
577,-1406.250000,17.187500
578,-1406.250000,17.968750
579,-1406.250000,17.968750
580,-1406.250000,17.968750
581,-1406.250000,19.531250
582,-1406.250000,19.531250
583,-1406.250000,18.750000
584,-1406.250000,19.531250
585,-1406.250000,19.531250
586,-1406.250000,21.093750
587,-1406.250000,19.531250
588,-1406.250000,20.312500
589,-1406.250000,19.531250
590,-1406.250000,21.093750
591,-1406.250000,18.750000
592,-1406.250000,19.531250
593,-1406.250000,20.312500
594,-1406.250000,21.093750
595,-1406.250000,20.312500
596,-1406.250000,20.312500
597,-1406.250000,21.093750
598,-1406.250000,22.656250
599,-1406.250000,21.093750
600,-1406.250000,20.312500
601,-1406.250000,21.093750
602,-1406.250000,21.093750
603,-1406.250000,20.312500
604,-1406.250000,19.531250
605,-1406.250000,20.312500
606,-1406.250000,20.312500
607,-1406.250000,19.531250
608,-1406.250000,19.531250
609,-1406.250000,20.312500
610,-1406.250000,20.312500
611,-1406.250000,19.531250
612,-1406.250000,19.531250
613,-1406.250000,20.312500
614,-1406.250000,20.312500
615,-1406.250000,19.531250
616,-1406.250000,18.750000
617,-1406.250000,18.750000
618,-1406.250000,17.968750
619,-1406.250000,16.406250
620,-1406.250000,16.406250
621,-1406.250000,17.187500
622,-1406.250000,17.187500
623,-1406.250000,14.843750
624,-1406.250000,14.843750
625,-1406.250000,15.625000
626,-1406.250000,16.406250
627,-1406.250000,14.062500
628,-1406.250000,13.281250
629,-1406.250000,13.281250
630,-1406.250000,14.843750
631,-1406.250000,12.500000
632,-1406.250000,10.937500
633,-1406.250000,10.937500
634,-1406.250000,10.156250
635,-1406.250000,10.156250
636,-1406.250000,7.812500
637,-1406.250000,8.593750
638,-1406.250000,7.812500
639,-1406.250000,6.250000
640,-1406.250000,6.250000
641,-1406.250000,5.468750
642,-1406.250000,6.250000
643,-1406.250000,4.687500
644,-1406.250000,3.906250
645,-1406.250000,3.125000
646,-1406.250000,3.125000
647,-1406.250000,0.781250
648,-1406.250000,0.000000
649,-1406.250000,0.000000
650,-1406.250000,-0.781250
651,-1406.250000,-2.343750
652,-1406.250000,-3.125000
653,-1406.250000,-2.343750
654,-1406.250000,-3.125000
655,-1406.250000,-4.687500
656,-1406.250000,-5.468750
657,-1406.250000,-4.687500
658,-1406.250000,-4.687500
659,-1406.250000,-6.250000
660,-1406.250000,-7.812500
661,-1406.250000,-7.812500
662,-1406.250000,-7.812500
663,-1406.250000,-9.375000
664,-1406.250000,-10.937500
665,-1406.250000,-10.937500
666,-1406.250000,-10.937500
667,-1406.250000,-11.718750
668,-1406.250000,-13.281250
669,-1406.250000,-12.500000
670,-1406.250000,-12.500000
671,-1406.250000,-13.281250
672,-1406.250000,-14.062500
673,-1406.250000,-14.062500
674,-1406.250000,-13.281250
675,-1406.250000,-14.062500
676,-1406.250000,-14.843750
677,-1406.250000,-14.843750
678,-1406.250000,-15.625000
679,-1406.250000,-16.406250
680,-1406.250000,-17.187500
681,-1406.250000,-17.187500
682,-1406.250000,-17.187500
683,-1406.250000,-17.968750
684,-1406.250000,-17.968750
685,-1406.250000,-17.187500
686,-1406.250000,-17.187500
687,-1406.250000,-17.968750
688,-1406.250000,-17.968750
689,-1406.250000,-17.968750
690,-1406.250000,-17.187500
691,-1406.250000,-17.968750
692,-1406.250000,-18.750000
693,-1406.250000,-17.968750
694,-1406.250000,-17.968750
695,-1406.250000,-19.531250
696,-1406.250000,-20.312500
697,-1406.250000,-19.531250
698,-1406.250000,-19.531250
699,-1406.250000,-20.312500
700,-1406.250000,-20.312500
701,-1406.250000,-19.531250
702,-1406.250000,-18.750000
703,-1406.250000,-19.531250
704,-1406.250000,-20.312500
705,-1406.250000,-19.531250
706,-1406.250000,-19.531250
707,-1406.250000,-20.312500
708,-1406.250000,-21.093750
709,-1406.250000,-21.093750
710,-1406.250000,-21.093750
711,-1406.250000,-21.875000
712,-1406.250000,-21.875000
713,-1406.250000,-21.875000
714,-1406.250000,-21.875000
715,-1406.250000,-22.656250
716,-1406.250000,-22.656250
717,-1406.250000,-21.875000
718,-1406.250000,-21.093750
719,-1406.250000,-21.875000
720,-1406.250000,-21.875000
721,-1406.250000,-21.093750
722,-1406.250000,-21.093750
723,-1406.250000,-21.875000
724,-1406.250000,-22.656250
725,-1406.250000,-21.093750
726,-1406.250000,-21.093750
727,-1406.250000,-21.875000
728,-1406.250000,-21.875000
729,-1406.250000,-20.312500
730,-1406.250000,-19.531250
731,-1406.250000,-20.312500
732,-1406.250000,-20.312500
733,-1406.250000,-18.750000
734,-1406.250000,-17.968750
735,-1406.250000,-17.968750
736,-1406.250000,-18.750000
737,-1406.250000,-17.187500
738,-1406.250000,-16.406250
739,-1406.250000,-16.406250
740,-1406.250000,-17.187500
741,-1406.250000,-15.625000
742,-1406.250000,-14.843750
743,-1406.250000,-14.843750
744,-1406.250000,-14.843750
745,-1406.250000,-13.281250
746,-1406.250000,-12.500000
747,-1406.250000,-12.500000
748,-1406.250000,-11.718750
749,-1406.250000,-10.156250
750,-1406.250000,-9.375000
751,-1406.250000,-9.375000
752,-1406.250000,-8.593750
753,-1406.250000,-7.812500
754,-1406.250000,-7.031250
755,-1406.250000,-7.812500
756,-1406.250000,-7.812500
757,-1406.250000,-6.250000
758,-1406.250000,-6.250000
759,-1406.250000,-7.031250
760,-1406.250000,-7.031250
761,-1406.250000,-4.687500
762,-1406.250000,-3.125000
763,-1406.250000,-3.906250
764,-1406.250000,-3.125000
765,-1406.250000,-2.343750
766,-1406.250000,-1.562500
767,-1406.250000,-2.343750
768,-1406.250000,-2.343750
769,-1406.250000,-1.562500
770,-1406.250000,0.000000
771,-1406.250000,-1.562500
772,-1406.250000,-1.562500
773,-1406.250000,-0.781250
774,-1406.250000,0.000000
775,-1406.250000,-0.781250
776,-1406.250000,0.000000
777,-1406.250000,0.000000
778,-1406.250000,0.781250
779,-1406.250000,0.781250
780,-1406.250000,0.781250
781,-1406.250000,1.562500
782,-1406.250000,2.343750
783,-1406.250000,1.562500
784,-1406.250000,2.343750
785,-1406.250000,2.343750
786,-1406.250000,2.343750
787,-1406.250000,1.562500
788,-1406.250000,2.343750
789,-1406.250000,2.343750
790,-1406.250000,3.125000
791,-1406.250000,1.562500
792,-1406.250000,2.343750
793,-1406.250000,3.906250
794,-1406.250000,4.687500
795,-1406.250000,3.906250
796,-1406.250000,3.906250
797,-1406.250000,5.468750
798,-1406.250000,6.250000
799,-1406.250000,5.468750
800,-1406.250000,4.687500
801,-1406.250000,6.250000
802,-1406.250000,7.031250
803,-1406.250000,6.250000
804,-1406.250000,6.250000
805,-1406.250000,7.031250
806,-1406.250000,7.812500
807,-1406.250000,8.593750
808,-1406.250000,8.593750
809,-1406.250000,9.375000
810,-1406.250000,10.937500
811,-1406.250000,9.375000
812,-1406.250000,11.718750
813,-1406.250000,10.937500
814,-1406.250000,12.500000
815,-1406.250000,11.718750
816,-1406.250000,12.500000
817,-1406.250000,13.281250
818,-1406.250000,13.281250
819,-1406.250000,13.281250
820,-1406.250000,14.062500
821,-1406.250000,15.625000
822,-1406.250000,15.625000
823,-1406.250000,15.625000
824,-1406.250000,16.406250
825,-1406.250000,17.968750
826,-1406.250000,18.750000
827,-1406.250000,17.968750
828,-1406.250000,18.750000
829,-1406.250000,19.531250
830,-1406.250000,20.312500
831,-1406.250000,19.531250
832,-1406.250000,19.531250
833,-1406.250000,21.093750
834,-1406.250000,21.875000
835,-1406.250000,21.093750
836,-1406.250000,21.875000
837,-1406.250000,23.437500
838,-1406.250000,24.218750
839,-1406.250000,24.218750
840,-1406.250000,24.218750
841,-1406.250000,25.781250
842,-1406.250000,26.562500
843,-1406.250000,25.781250
844,-1406.250000,25.781250
845,-1406.250000,26.562500
846,-1406.250000,27.343750
847,-1406.250000,25.781250
848,-1406.250000,26.562500
849,-1406.250000,27.343750
850,-1406.250000,27.343750
851,-1406.250000,26.562500
852,-1406.250000,27.343750
853,-1406.250000,28.906250
854,-1406.250000,28.906250
855,-1406.250000,28.125000
856,-1406.250000,28.906250
857,-1406.250000,29.687500
858,-1406.250000,29.687500
859,-1406.250000,28.906250
860,-1406.250000,28.906250
861,-1406.250000,29.687500
862,-1406.250000,28.906250
863,-1406.250000,28.125000
864,-1406.250000,28.125000
865,-1406.250000,28.906250
866,-1406.250000,28.906250
867,-1406.250000,28.125000
868,-1406.250000,28.125000
869,-1406.250000,28.906250
870,-1406.250000,29.687500
871,-1406.250000,28.125000
872,-1406.250000,28.125000
873,-1406.250000,28.125000
874,-1406.250000,28.125000
875,-1406.250000,27.343750
876,-1406.250000,26.562500
877,-1406.250000,26.562500
878,-1406.250000,26.562500
879,-1406.250000,25.000000
880,-1406.250000,25.000000
881,-1406.250000,25.781250
882,-1406.250000,25.781250
883,-1406.250000,24.218750
884,-1406.250000,24.218750
885,-1406.250000,25.000000
886,-1406.250000,24.218750
887,-1406.250000,22.656250
888,-1406.250000,22.656250
889,-1406.250000,22.656250
890,-1406.250000,21.875000
891,-1406.250000,20.312500
892,-1406.250000,19.531250
893,-1406.250000,19.531250
894,-1406.250000,18.750000
895,-1406.250000,17.187500
896,-1406.250000,17.187500
897,-1406.250000,17.187500
898,-1406.250000,17.187500
899,-1406.250000,15.625000
900,-1406.250000,14.843750
901,-1406.250000,14.843750
902,-1406.250000,14.062500
903,-1406.250000,12.500000
904,-1406.250000,11.718750
905,-1406.250000,10.937500
906,-1406.250000,10.156250
907,-1406.250000,8.593750
908,-1406.250000,7.812500
909,-1406.250000,7.812500
910,-1406.250000,7.031250
911,-1406.250000,5.468750
912,-1406.250000,4.687500
913,-1406.250000,5.468750
914,-1406.250000,3.906250
915,-1406.250000,2.343750
916,-1406.250000,1.562500
917,-1406.250000,1.562500
918,-1406.250000,0.000000
919,-1406.250000,-1.562500
920,-1406.250000,-2.343750
921,-1406.250000,-3.125000
922,-1406.250000,-4.687500
923,-1406.250000,-6.250000
924,-1406.250000,-7.031250
925,-1406.250000,-6.250000
926,-1406.250000,-7.031250
927,-1406.250000,-8.593750
928,-1406.250000,-8.593750
929,-1406.250000,-8.593750
930,-1406.250000,-9.375000
931,-1406.250000,-10.937500
932,-1406.250000,-12.500000
933,-1406.250000,-12.500000
934,-1406.250000,-13.281250
935,-1406.250000,-14.843750
936,-1406.250000,-15.625000
937,-1406.250000,-14.062500
938,-1406.250000,-16.406250
939,-1406.250000,-16.406250
940,-1406.250000,-17.968750
941,-1406.250000,-17.187500
942,-1406.250000,-17.968750
943,-1406.250000,-18.750000
944,-1406.250000,-18.750000
945,-1406.250000,-18.750000
946,-1406.250000,-19.531250
947,-1406.250000,-21.093750
948,-1406.250000,-20.312500
949,-1406.250000,-20.312500
950,-1406.250000,-21.093750
951,-1406.250000,-22.656250
952,-1406.250000,-21.093750
953,-1406.250000,-21.093750
954,-1406.250000,-21.093750
955,-1406.250000,-22.656250
956,-1406.250000,-21.093750
957,-1406.250000,-20.312500
958,-1406.250000,-20.312500
959,-1406.250000,-21.093750
960,-1406.250000,-21.093750
961,-1406.250000,-20.312500
962,-1406.250000,-20.312500
963,-1406.250000,-21.093750
964,-1406.250000,-21.093750
